"ITB","R402-01-07","6-6","125","R402-01-07","0.01","*SCR1","402","01",
"ITB","R402-01-08","2-2","119","R402-01-08","0.01","*DC","402","01",
"ITB","R402-01-08","6-2","235","R402-01-08","0.01","*SCR2","402","01",
"ITB","R402-01-09","2-5","123","R402-01-09","0.01","*DC","402","01",
"ITB","R402-01-09","6-5","306","R402-01-09","0.01","*SCR2","402","01",
"ITB","R402-01-10","2-1","118","R402-01-10","0.01","*DC","402","01",
"ITB","R402-01-10","6-1","153","R402-01-10","0.01","*SCR2","402","01",
"ITB","R402-01-11","2-20","212","R402-01-11","0.01","*DC","402","01",
"ITB","R402-01-11","6-20","0","R402-01-11","0.01","*SCR2","402","01",
"ITB","R402-01-12","2-6","124","R402-01-12","0.01","*DC","402","01",
"ITB","R402-01-12","6-6","125","R402-01-12","0.01","*SCR2","402","01",
"ITB","R402-02-01","3-2","139","R402-02-01","0.01","*DC","402","02",
"ITB","R402-02-01","6-2","235","R402-02-01","0.01","*SCR3","402","02",
"ITB","R402-02-02","3-5","142","R402-02-02","0.01","*DC","402","02",
"ITB","R402-02-02","6-5","312","R402-02-02","0.01","*SCR3","402","02",
"ITB","R402-02-03","3-1","137","R402-02-03","0.01","*DC","402","02",
"ITB","R402-02-03","6-1","153","R402-02-03","0.01","*SCR3","402","02",
"ITB","R402-02-04","3-20","136","R402-02-04","0.01","*DC","402","02",
"ITB","R402-02-04","6-20","0","R402-02-04","0.01","*SCR3","402","02",
"ITB","R402-02-05","3-6","143","R402-02-05","0.01","*DC","402","02",
"ITB","R402-02-05","6-6","122","R402-02-05","0.01","*SCR3","402","02",
"ITB","R402-02-06","4-2","160","R402-02-06","0.01","*DC","402","02",
"ITB","R402-02-06","6-2","235","R402-02-06","0.01","*SCR4","402","02",
"ITB","R402-02-07","4-5","163","R402-02-07","0.01","*DC","402","02",
"ITB","R402-02-07","6-5","197","R402-02-07","0.01","*SCR4","402","02",
"ITB","R402-02-08","4-5","197","R402-02-08","0.01","*SCR4","402","02",
"ITB","R402-02-08","4-5","291","R402-02-08","0.01","*SCR3","402","02",
"ITB","R402-02-09","4-6","288","R402-02-09","0.01","*SCR4","402","02",
"ITB","R402-02-09","4-6","290","R402-02-09","0.01","*SCR3","402","02",
"ITB","R402-02-10","4-1","158","R402-02-10","0.01","*DC","402","02",
"ITB","R402-02-10","6-1","153","R402-02-10","0.01","*SCR4","402","02",
"ITB","R402-02-11","4-20","157","R402-02-11","0.01","*DC","402","02",
"ITB","R402-02-11","6-20","0","R402-02-11","0.01","*SCR4","402","02",
"ITB","R402-02-12","4-6","164","R402-02-12","0.01","*DC","402","02",
"ITB","R402-02-12","6-6","122","R402-02-12","0.01","*SCR4","402","02",
"ITB","R402-03-01","2-11","128","R402-03-01","0.01","*DC","402","03",
"ITB","R402-03-01","6-11","282","R402-03-01","0.01","*SCR2","402","03",
"ITB","R402-03-02","4-21","275","R402-03-02","0.01","*SCR3","402","03",
"ITB","R402-03-02","4-24","282","R402-03-02","0.01","*SCR2","402","03",
"ITB","R402-03-03","4-23","280","R402-03-03","0.01","*SCR3","402","03",
"ITB","R402-03-03","4-26","284","R402-03-03","0.01","*SCR2","402","03",
"ITB","R402-03-04","2-12","129","R402-03-04","0.01","*DC","402","03",
"ITB","R402-03-04","6-12","283","R402-03-04","0.01","*SCR2","402","03",
"ITB","R402-03-05","4-22","276","R402-03-05","0.01","*SCR3","402","03",
"ITB","R402-03-05","4-25","283","R402-03-05","0.01","*SCR2","402","03",
"ITB","R402-03-06","2-13","130","R402-03-06","0.01","*DC","402","03",
"ITB","R402-03-06","6-13","130","R402-03-06","0.01","*SCR2","402","03",
"ITB","R402-03-07","2-14","239","R402-03-07","0.01","*DC","402","03",
"ITB","R402-03-07","6-14","128","R402-03-07","0.01","*SCR2","402","03",
"ITB","R402-03-08","4-4","173","R402-03-08","0.01","*SCR4","402","03",
"ITB","R402-03-08","4-4","268","R402-03-08","0.01","*SCR3","402","03",
"ITB","R402-03-09","4-2","173","R402-03-09","0.01","*SCR2","402","03",
"ITB","R402-03-09","4-2","260","R402-03-09","0.01","*SCR3","402","03",
"ITB","R402-03-10","3-11","149","R402-03-10","0.01","*DC","402","03",
"ITB","R402-03-10","6-11","319","R402-03-10","0.01","*SCR3","402","03",
"ITB","R402-03-11","3-12","150","R402-03-11","0.01","*DC","402","03",
"ITB","R402-03-11","6-12","317","R402-03-11","0.01","*SCR3","402","03",
"ITB","R402-03-12","3-13","151","R402-03-12","0.01","*DC","402","03",
"ITB","R402-03-12","6-13","130","R402-03-12","0.01","*SCR3","402","03",
"ITB","R402-03-13","3-14","154","R402-03-13","0.01","*DC","402","03",
"ITB","R402-03-13","6-14","128","R402-03-13","0.01","*SCR3","402","03",
"ITB","R402-03-14","4-11","167","R402-03-14","0.01","*DC","402","03",
"ITB","R402-03-14","6-11","267","R402-03-14","0.01","*SCR4","402","03",
"ITB","R402-03-15","4-12","168","R402-03-15","0.01","*DC","402","03",
"ITB","R402-03-15","6-12","268","R402-03-15","0.01","*SCR4","402","03",
"ITB","R402-03-16","4-13","151","R402-03-16","0.01","*DC","402","03",
"ITB","R402-03-16","6-13","130","R402-03-16","0.01","*SCR4","402","03",
"ITB","R402-03-17","4-14","154","R402-03-17","0.01","*DC","402","03",
"ITB","R402-03-17","6-14","128","R402-03-17","0.01","*SCR4","402","03",
"ITB","R402-03-18","4-18","267","R402-03-18","0.01","*SCR4","402","03",
"ITB","R402-03-18","4-24","277","R402-03-18","0.01","*SCR3","402","03",
"ITB","R402-03-19","4-19","268","R402-03-19","0.01","*SCR4","402","03",
"ITB","R402-03-19","4-25","278","R402-03-19","0.01","*SCR3","402","03",
"ITB","R402-03-20","4-20","284","R402-03-20","0.01","*SCR4","402","03",
"ITB","R402-03-20","4-26","283","R402-03-20","0.01","*SCR3","402","03",
"ITB","R402-04-01","1-7","108","R402-04-01","0.01","*DC","402","04",
"ITB","R402-04-01","6-7","2780","R402-04-01","0.01","*SCR1","402","04",
"ITB","R402-04-02","1-8","109","R402-04-02","0.01","*DC","402","04",
"ITB","R402-04-02","6-8","2650","R402-04-02","0.01","*SCR1","402","04",
"ITB","R402-04-03","3-7","144","R402-04-03","0.01","*DC","402","04",
"ITB","R402-04-03","6-7","272","R402-04-03","0.01","*SCR3","402","04",
"ITB","R402-04-04","3-8","145","R402-04-04","0.01","*DC","402","04",
"ITB","R402-04-04","6-8","273","R402-04-04","0.01","*SCR3","402","04",
"ITB","R402-04-05","4-7","272","R402-04-05","0.01","*SCR3","402","04",
"ITB","R402-04-05","4-9","409","R402-04-05","0.01","*SCR2","402","04",
"ITB","R402-04-06","4-9","2800","R402-04-06","0.01","*SCR1","402","04",
"ITB","R402-04-06","4X1-9","409","R402-04-06","0.01","*SCR2","402","04",
"ITB","R402-04-07","4-10","2810","R402-04-07","0.01","*SCR1","402","04",
"ITB","R402-04-07","4X1-10","410","R402-04-07","0.01","*SCR2","402","04",
"ITB","R402-04-08","2-7","125","R402-04-08","0.01","*DC","402","04",
"ITB","R402-04-08","6-7","307","R402-04-08","0.01","*SCR2","402","04",
"ITB","R402-04-09","2-8","126","R402-04-09","0.01","*DC","402","04",
"ITB","R402-04-09","6-8","300","R402-04-09","0.01","*SCR2","402","04",
"ITB","R402-04-10","4-7","165","R402-04-10","0.01","*DC","402","04",
"ITB","R402-04-10","6-7","255","R402-04-10","0.01","*SCR4","402","04",
"ITB","R402-04-11","4-8","166","R402-04-11","0.01","*DC","402","04",
"ITB","R402-04-11","6-8","256","R402-04-11","0.01","*SCR4","402","04",
"ITB","R402-04-12","4-7","252","R402-04-12","0.01","*SCR2","402","04",
"ITB","R402-04-12","4-7","264","R402-04-12","0.01","*SCR1","402","04",
"ITB","R402-04-13","4-11","271","R402-04-13","0.01","*SCR2","402","04",
"ITB","R402-04-13","4-11","282","R402-04-13","0.01","*SCR1","402","04",
"ITB","R402-04-14","4-3","267","R402-04-14","0.01","*SCR1","402","04",
"ITB","R402-04-14","4-3","472","R402-04-14","0.01","*SCR2","402","04",
"ITB","R402-04-15","4-12","435","R402-04-15","0.01","*SCR3","402","04",
"ITB","R402-04-15","4-9","255","R402-04-15","0.01","*SCR4","402","04",
"ITB","R402-04-16","4-10","256","R402-04-16","0.01","*SCR4","402","04",
"ITB","R402-04-16","4-13","436","R402-04-16","0.01","*SCR3","402","04",
"ITB","R402-04-17","4-15","275","R402-04-17","0.01","*SCR2","402","04",
"ITB","R402-04-17","4X2-15","435","R402-04-17","0.01","*SCR3","402","04",
"ITB","R402-04-18","4-16","276","R402-04-18","0.01","*SCR2","402","04",
"ITB","R402-04-18","4X2-16","436","R402-04-18","0.01","*SCR3","402","04",
"ITB","R402-04-19","4-14","474","R402-04-19","0.01","*SCR3","402","04",
"ITB","R402-04-19","4-17","277","R402-04-19","0.01","*SCR2","402","04",
"ITB","R402-04-20","4-11","259","R402-04-20","0.01","*SCR4","402","04",
"ITB","R402-04-20","4X4-14","474","R402-04-20","0.01","*SCR3","402","04",
"ITB","R402-04-21","4-8","253","R402-04-21","0.01","*SCR2","402","04",
"ITB","R402-04-21","4-8","301","R402-04-21","0.01","*SCR1","402","04",
"ITB","R402-04-22","4-12","272","R402-04-22","0.01","*SCR2","402","04",
"ITB","R402-04-22","4-9","274","R402-04-22","0.01","*SCR3","402","04",
"ITB","R402-04-23","4-10","470","R402-04-23","0.01","*SCR3","402","04",
"ITB","R402-04-23","4-13","273","R402-04-23","0.01","*SCR2","402","04",
"ITB","R402-04-24","4-7","252","R402-04-24","0.01","*SCR4","402","04",
"ITB","R402-04-24","4x4-10","470","R402-04-24","0.01","*SCR3","402","04",
"ITB","R402-04-25","4-14","274","R402-04-25","0.01","*SCR2","402","04",
"ITB","R402-04-25","4X2-11","434","R402-04-25","0.01","*SCR3","402","04",
"ITB","R402-04-26","4-17","477","R402-04-26","0.01","*SCR3","402","04",
"ITB","R402-04-26","4-20","280","R402-04-26","0.01","*SCR2","402","04",
"ITB","R402-04-27","4-14","263","R402-04-27","0.01","*SCR4","402","04",
"ITB","R402-04-27","4X4-17","477","R402-04-27","0.01","*SCR3","402","04",
"ITB","R402-04-28","4-16","265","R402-04-28","0.01","*SCR4","402","04",
"ITB","R402-04-28","4-19","442","R402-04-28","0.01","*SCR3","402","04",
"ITB","R402-04-29","4-22","326","R402-04-29","0.01","*SCR2","402","04",
"ITB","R402-04-29","4X2-19","442","R402-04-29","0.01","*SCR3","402","04",
"ITB","R402-04-30","4-18","478","R402-04-30","0.01","*SCR3","402","04",
"ITB","R402-04-30","4-21","281","R402-04-30","0.01","*SCR2","402","04",
"ITB","R402-04-31","4-15","264","R402-04-31","0.01","*SCR4","402","04",
"ITB","R402-04-31","4X8-18","478","R402-04-31","0.01","*SCR3","402","04",
"ITB","R402-04-32","4-17","266","R402-04-32","0.01","*SCR4","402","04",
"ITB","R402-04-32","4-20","443","R402-04-32","0.01","*SCR3","402","04",
"ITB","R402-04-33","4-23","322","R402-04-33","0.01","*SCR2","402","04",
"ITB","R402-04-33","4X2-20","443","R402-04-33","0.01","*SCR3","402","04",
"ITB","R402-04-36","4-10","410","R402-04-36","0.01","*SCR2","402","04",
"ITB","R402-04-36","4-8","273","R402-04-36","0.01","*SCR3","402","04",
"ITB","R402-04-37","4-11","434","R402-04-37","0.01","*SCR3","402","04",
"ITB","R402-04-37","4-8","253","R402-04-37","0.01","*SCR4","402","04",
"ITB","R402-04-38","4-30","153","R402-04-38","0.01","*SCR3","402","04",
"ITB","R402-04-38","4-30","286","R402-04-38","0.01","*SCR2","402","04",
"ITB","R402-04-39","4-103","472","R402-04-39","0.01","*SCR2","402","04",
"ITB","R402-04-39","4-3","173","R402-04-39","0.01","*SCR3","402","04",
"ITB","R402-05-01","4-12","480","R402-05-01","0.01","*SCR1","402","05",
"ITB","R402-05-01","4-18","302","R402-05-01","0.01","*SCR2","402","05",
"ITB","R402-05-02","4-16","481","R402-05-02","0.01","*SCR3","402","05",
"ITB","R402-05-02","4-19","321","R402-05-02","0.01","*SCR2","402","05",
"ITB","R402-05-03","4-15","315","R402-05-03","0.01","*SCR3","402","05",
"ITB","R402-05-03","4-315","480","R402-05-03","0.01","*SCR1","402","05",
"ITB","R402-05-04","4-13","262","R402-05-04","0.01","*SCR4","402","05",
"ITB","R402-05-04","4-413","321","R402-05-04","0.01","*SCR2","402","05",
"ITB","R402-05-07","1-9","110","R402-05-07","0.01","*DC","402","05",
"ITB","R402-05-07","6-9","117","R402-05-07","0.01","*SCR1","402","05",
"ITB","R402-05-08","1-10","112","R402-05-08","0.01","*DC","402","05",
"ITB","R402-05-08","6-10","114","R402-05-08","0.01","*SCR1","402","05",
"ITB","R402-05-09","2-9","110","R402-05-09","0.01","*DC","402","05",
"ITB","R402-05-09","6-9","117","R402-05-09","0.01","*SCR2","402","05",
"ITB","R402-05-10","2-10","112","R402-05-10","0.01","*DC","402","05",
"ITB","R402-05-10","6-10","114","R402-05-10","0.01","*SCR2","402","05",
"ITB","R402-05-11","3-9","146","R402-05-11","0.01","*DC","402","05",
"ITB","R402-05-11","6-9","117","R402-05-11","0.01","*SCR3","402","05",
"ITB","R402-05-12","3-10","112","R402-05-12","0.01","*DC","402","05",
"ITB","R402-05-12","6-10","114","R402-05-12","0.01","*SCR3","402","05",
"ITB","R402-05-13","4-9","146","R402-05-13","0.01","*DC","402","05",
"ITB","R402-05-13","6-9","117","R402-05-13","0.01","*SCR4","402","05",
"ITB","R402-05-14","4-10","112","R402-05-14","0.01","*DC","402","05",
"ITB","R402-05-14","6-10","114","R402-05-14","0.01","*SCR4","402","05",
"ITB","R402-05-15","4-12","258","R402-05-15","0.01","*SCR4","402","05",
"ITB","R402-05-15","4-412","480","R402-05-15","0.01","*SCR1","402","05",
"ITB","R405-01-01","5-2","174","R405-01-01","0.01","*DC","405","01",
"ITB","R405-01-01","6-2","502","R405-01-01","0.01","*MCC","405","01",
"ITB","R405-01-02","5-16","189","R405-01-02","0.01","*DC","405","01",
"ITB","R405-01-02","6-16","16","R405-01-02","0.01","*MCC","405","01",
"ITB","R405-01-03","14-3","293","R405-01-03","0.01","*SCR2","405","01",
"ITB","R405-01-03","2-3","81","R405-01-03","0.01","*MCC","405","01",
"ITB","R405-01-04","14-4","294","R405-01-04","0.01","*SCR2","405","01",
"ITB","R405-01-04","2-4","12","R405-01-04","0.01","*MCC","405","01",
"ITB","R405-01-05","5-18","191","R405-01-05","0.01","*DC","405","01",
"ITB","R405-01-05","6-18","18","R405-01-05","0.01","*MCC","405","01",
"ITB","R405-01-06","5-6","179","R405-01-06","0.01","*DC","405","01",
"ITB","R405-01-06","6-6","51","R405-01-06","0.01","*MCC","405","01",
"ITB","R405-01-07","5-1","172","R405-01-07","0.01","*DC","405","01",
"ITB","R405-01-07","6-1","12","R405-01-07","0.01","*MCC","405","01",
"ITB","R405-01-08","5-3","246","R405-01-08","10000","*DC","405","01",
"ITB","R405-01-08","6-3","12","R405-01-08","10000","*MCC","405","01",
"ITB","R405-01-09","5-4","247","R405-01-09","10000","*DC","405","01",
"ITB","R405-01-09","6-4","12","R405-01-09","10000","*MCC","405","01",
"ITB","R405-01-10","5-5","248","R405-01-10","10000","*DC","405","01",
"ITB","R405-01-10","6-5","12","R405-01-10","10000","*MCC","405","01",
"ITB","R405-01-11","4-17","131","R405-01-11","10000","*DC","405","01",
"ITB","R405-01-11","6-17","12","R405-01-11","10000","*SCR4","405","01",
"ITB","R405-01-12","5-8","249","R405-01-12","10000","*DC","405","01",
"ITB","R405-01-12","6-8","12","R405-01-12","10000","*MCC","405","01",
"ITB","R405-01-13","2-35","502","R405-01-13","0.01","*MCC","405","01",
"ITB","R405-01-13","4-35","289","R405-01-13","0.01","*SCR2","405","01",
"ITB","R405-01-14","2-38","316","R405-01-14","0.01","*MCC","405","01",
"ITB","R405-01-14","4-38","290","R405-01-14","0.01","*SCR2","405","01",
"ITB","R405-02-01","5-17","44","R405-02-01","0.01","*DC","405","02",
"ITB","R405-02-01","6-17","79","R405-02-01","0.01","*MCC","405","02",
"ITB","R405-02-02","14-5","252","R405-02-02","0.01","*SCR3","405","02",
"ITB","R405-02-02","3-5","148","R405-02-02","0.01","*MCC","405","02",
"ITB","R405-02-03","14-6","253","R405-02-03","0.01","*SCR3","405","02",
"ITB","R405-02-03","3-6","12","R405-02-03","0.01","*MCC","405","02",
"ITB","R405-02-04","5-19","45","R405-02-04","0.01","*DC","405","02",
"ITB","R405-02-04","6-19","50","R405-02-04","0.01","*MCC","405","02",
"ITB","R405-02-06","5-7","180","R405-02-06","0.01","*DC","405","02",
"ITB","R405-02-06","6-7","53","R405-02-06","0.01","*MCC","405","02",
"ITB","R405-02-14","4-38","292","R405-02-14","0.01","*SCR3","405","02",
"ITB","R405-02-14","4-380","334","R405-02-14","0.01","*SCR2","405","02",
"ITB","R405-02-15","2-39","332","R405-02-15","0.01","*MCC","405","02",
"ITB","R405-02-15","4-39","334","R405-02-15","0.01","*SCR2","405","02",
"ITB","R405-03-01","5-15","188","R405-03-01","0.01","*DC","405","03",
"ITB","R405-03-01","6-15","41","R405-03-01","0.01","*MCC","405","03",
"ITB","R405-03-02","14-1","250","R405-03-02","0.01","*SCR3","405","03",
"ITB","R405-03-02","3-1","199","R405-03-02","0.01","*MCC","405","03",
"ITB","R405-03-03","14-3","251","R405-03-03","0.01","*SCR3","405","03",
"ITB","R405-03-03","3-3","12","R405-03-03","0.01","*MCC","405","03",
"ITB","R405-03-08","3-35","502","R405-03-08","0.01","*MCC","405","03",
"ITB","R405-03-08","4-35","287","R405-03-08","0.01","*SCR3","405","03",
"ITB","R405-03-09","4-37","286","R405-03-09","0.01","*SCR3","405","03",
"ITB","R405-03-09","4-370","337","R405-03-09","0.01","*SCR2","405","03",
"ITB","R405-03-10","2-37","338","R405-03-10","0.01","*MCC","405","03",
"ITB","R405-03-10","4-37","337","R405-03-10","0.01","*SCR2","405","03",
"ITB","R405-04-01","5-14","187","R405-04-01","0.01","*DC","405","04",
"ITB","R405-04-01","6-14","46","R405-04-01","0.01","*MCC","405","04",
"ITB","R405-04-04","14-1","291","R405-04-04","0.01","*SCR2","405","04",
"ITB","R405-04-04","2-1","224","R405-04-04","0.01","*MCC","405","04",
"ITB","R405-04-05","14-2","292","R405-04-05","0.01","*SCR2","405","04",
"ITB","R405-04-05","2-2","12","R405-04-05","0.01","*MCC","405","04",
"ITB","R405-04-06","14-2","260","R405-04-06","0.01","*SCR4","405","04",
"ITB","R405-04-06","4-2","224","R405-04-06","0.01","*MCC","405","04",
"ITB","R405-04-07","14-3","261","R405-04-07","0.01","*SCR4","405","04",
"ITB","R405-04-07","2-3","12","R405-04-07","0.01","*MCC","405","04",
"ITB","R405-04-14","2-36","344","R405-04-14","0.01","*MCC","405","04",
"ITB","R405-04-14","4-36","340","R405-04-14","0.01","*SCR2","405","04",
"ITB","R406-01-01","5-9","182","R406-01-01","0.01","*DC","406","01",
"ITB","R406-01-01","6-9","9","R406-01-01","0.01","*MCC","406","01",
"ITB","R406-01-02","5-10","183","R406-01-02","0.01","*DC","406","01",
"ITB","R406-01-02","6-10","10","R406-01-02","0.01","*MCC","406","01",
"ITB","R406-01-03","5-11","184","R406-01-03","0.01","*DC","406","01",
"ITB","R406-01-03","6-11","11","R406-01-03","0.01","*MCC","406","01",
"ITB","R406-01-04","5-12","185","R406-01-04","0.01","*DC","406","01",
"ITB","R406-01-04","6-12","1201","R406-01-04","0.01","*MCC","406","01",
"ITB","R406-01-05","5-13","186","R406-01-05","0.01","*DC","406","01",
"ITB","R406-01-05","6-13","13","R406-01-05","0.01","*MCC","406","01",
"MCC","AUX","1","502","VAUX-12","-12","-12VDC","405","01",
"MCC","AUX","13","12","VAUX+13","12","+12V","405","01",
"MCC","DCP1-ALARM","A","1201","DCP1-ALARM","0","","405","01",
"MCC","DCP1-ALARM","K","52","DCP1-ALARM","0","","405","01",
"MCC","DCP2-ALARM","A","13","DCP2-ALARM","0","","405","02",
"MCC","DCP2-ALARM","K","87","DCP2-ALARM","0","","405","02",
"MCC","DDWAB-ALARM","A","10","DDWAB-ALARM","0","","405","04",
"MCC","DDWAB-ALARM","K","201","DDWAB-ALARM","0","","405","04",
"MCC","DDWAFL-ALARM","A","10","DDWAFL-ALARM","0","","405","04",
"MCC","DDWAFL-ALARM","K","203","DDWAFL-ALARM","0","","405","04",
"MCC","DDWBB-ALARM","A","10","DDWBB-ALARM","0","","405","04",
"MCC","DDWBB-ALARM","K","202","DDWBB-ALARM","0","","405","04",
"MCC","DDWBFL-ALARM","A","10","DDWBFL-ALARM","0","","405","04",
"MCC","DDWBFL-ALARM","K","204","DDWBFL-ALARM","0","","405","04",
"MCC","DDWFL-ALARM","A","10","DDWFL-ALARM","0","","405","04",
"MCC","DDWFL-ALARM","K","487","DDWFL-ALARM","0","","405","04",
"MCC","DMP1AB-ALARM","A","1201","DMP1AB-ALARM","0","","405","01",
"MCC","DMP1AB-ALARM","K","18A","DMP1AB-ALARM","0","","405","01",
"MCC","DMP1AFL-ALARM","A","1201","DMP1AFL-ALARM","0","","405","01",
"MCC","DMP1AFL-ALARM","K","18B","DMP1AFL-ALARM","0","","405","01",
"MCC","DMP1BB-ALARM","A","1201","DMP1BB-ALARM","0","","405","01",
"MCC","DMP1BB-ALARM","K","48","DMP1BB-ALARM","0","","405","01",
"MCC","DMP1BFL-ALARM","A","1201","DMP1BFL-ALARM","0","","405","01",
"MCC","DMP1BFL-ALARM","K","82","DMP1BFL-ALARM","0","","405","01",
"MCC","DMP1CO","A","1201","DMP1CO","0","","405","01",
"MCC","DMP1CO","K","76","DMP1CO","0","","405","01",
"MCC","DMP1CO-ALARM","A","1201","DMP1CO-ALARM","0","","405","01",
"MCC","DMP1CO-ALARM","K","57","DMP1CO-ALARM","0","","405","01",
"MCC","DMP1FL-ALARM","A","1201","DMP1FL-ALARM","0","","405","01",
"MCC","DMP1FL-ALARM","K","147","DMP1FL-ALARM","0","","405","01",
"MCC","DMP1RO","A","1201","DMP1RO","0","","405","01",
"MCC","DMP1RO","K","75","DMP1RO","0","","405","01",
"MCC","DMP1RO-ALARM","A","1201","DMP1RO-ALARM","0","","405","01",
"MCC","DMP1RO-ALARM","K","56","DMP1RO-ALARM","0","","405","01",
"MCC","DMP2AB-ALARM","A","13","DMP2AB-ALARM","0","","405","02",
"MCC","DMP2AB-ALARM","K","60","DMP2AB-ALARM","0","","405","02",
"MCC","DMP2AFL-ALARM","A","13","DMP2AFL-ALARM","0","","405","02",
"MCC","DMP2AFL-ALARM","K","85","DMP2AFL-ALARM","0","","405","02",
"MCC","DMP2BB-ALARM","A","13","DMP2BB-ALARM","0","","405","02",
"MCC","DMP2BB-ALARM","K","61","DMP2BB-ALARM","0","","405","02",
"MCC","DMP2BFL-ALARM","A","13","DMP2BFL-ALARM","0","","405","02",
"MCC","DMP2BFL-ALARM","K","86","DMP2BFL-ALARM","0","","405","02",
"MCC","DMP2CO","A","13","DMP2CO","0","","405","02",
"MCC","DMP2CO","K","91","DMP2CO","0","","405","02",
"MCC","DMP2CO-ALARM","A","13","DMP2CO-ALARM","0","","405","02",
"MCC","DMP2CO-ALARM","K","90","DMP2CO-ALARM","0","","405","02",
"MCC","DMP2FL-ALARM","A","13","DMP2FL-ALARM","0","","405","02",
"MCC","DMP2FL-ALARM","K","231","DMP2FL-ALARM","0","","405","02",
"MCC","DMP2RO","A","13","DMP2RO","0","","405","02",
"MCC","DMP2RO","K","89","DMP2RO","0","","405","02",
"MCC","DMP2RO-ALARM","A","13","DMP2RO-ALARM","0","","405","02",
"MCC","DMP2RO-ALARM","K","88","DMP2RO-ALARM","0","","405","02",
"MCC","DRL1","A","11","DRL1","0","","405","03",
"MCC","DRL1","K","237","DRL1","0","","405","03",
"MCC","DRL2A","A","10","DRL2A","0","","405","04",
"MCC","DRL2A","K","254","DRL2A","0","","405","04",
"MCC","DRL2B","A","10","DRL2B","0","","405","04",
"MCC","DRL2B","K","257","DRL2B","0","","405","04",
"MCC","DRL3A","A","1201","DRL3A","0","","405","01",
"MCC","DRL3A","K","285","DRL3A","0","","405","01",
"MCC","DRL3B","A","1201","DRL3B","0","","405","01",
"MCC","DRL3B","K","289","DRL3B","0","","405","01",
"MCC","DRL4A","A","13","DRL4A","0","","405","02",
"MCC","DRL4A","K","297","DRL4A","0","","405","02",
"MCC","DRL4B","A","13","DRL4B","0","","405","02",
"MCC","DRL4B","K","298","DRL4B","0","","405","02",
"MCC","DRTB-ALARM","A","11","DRTB-ALARM","0","","405","03",
"MCC","DRTB-ALARM","K","176","DRTB-ALARM","0","","405","03",
"MCC","DRTFL-ALARM","A","11","DRTFL-ALARM","0","","405","03",
"MCC","DRTFL-ALARM","A","11","DRTFL-ALARM","0","","405","03",
"MCC","DRTFL-ALARM","K","177","DRTFL-ALARM","0","","405","03",
"MCC","DRTFL-ALARM","K","486","DRTFL-ALARM","0","","405","03",
"MCC","ET","115","369","VAC-ET","115","115V","401","01",
"MCC","FDWA+","1","209","VFS-DWA+","55","55VDC","405","04",
"MCC","FDWA-","1","210","VFS-DWA-","-55","-55VDC","405","04",
"MCC","FDWB+","1","227","VFS-DWB+","55","55VDC","405","04",
"MCC","FDWB-","1","228","VFS-DWB-","-55","-55VDC","405","04",
"MCC","FMP1A+","1","64","VFS-MP1A+","55","55VDC","405","01",
"MCC","FMP1A-","1","65","VFS-MP1A-","-55","-55VDC","405","01",
"MCC","FMP1B+","1","71","VFS-MP1B+","55","55VDC","405","01",
"MCC","FMP1B-","1","72","VFS-MP1B-","-55","-55VDC","405","01",
"MCC","FMP2A+","1","96","VFS-MP2A+","55","55VDC","405","02",
"MCC","FMP2A-","1","97","VFS-MP2A-","-55","-55VDC","405","02",
"MCC","FMP2B+","1","152","VFS-MP2B+","55","55VDC","405","02",
"MCC","FMP2B-","1","155","VFS-MP2B-","-55","-55VDC","405","02",
"MCC","FRT+","1","192","VFS-RT+","55","55VDC","405","03",
"MCC","FRT-","1","193","VFS-RT-","-55","-55VDC","405","03",
"MCC","RDWAF","1","216","RDWAF","2","","405","04",
"MCC","RDWAF","2","217","RDWAF","2","","405","04",
"MCC","RDWBF","1","233","RDWBF","2","","405","04",
"MCC","RDWBF","2","234","RDWBF","2","","405","04",
"MCC","RK1","4","178","SRK1-7","1","","405","03",
"MCC","RK1","7","103","SRK1-7","1","","405","03",
"MCC","RK1","A","80","RK1","472","","405","03",
"MCC","RK1","B","0","RK1","472","","405","03",
"MCC","RK2","4","207","SRK2-7","1","","405","04",
"MCC","RK2","7","213","SRK2-7","1","","405","04",
"MCC","RK2","A","198","RK2","472","","405","04",
"MCC","RK2","B","0","RK2","472","","405","04",
"MCC","RK3","4","78","SRK3-7","1","","405","01",
"MCC","RK3","7","77","SRK3-7","1","","405","01",
"MCC","RK3","A","62","RK3","472","","405","01",
"MCC","RK3","B","0","RK3","472","","405","01",
"MCC","RK4","4","156","SRK4-7","1","","405","02",
"MCC","RK4","7","127","SRK4-7","1","","405","02",
"MCC","RK4","A","95","RK4","472","","405","02",
"MCC","RK4","B","0","RK4","472","","405","02",
"MCC","RL1","2","103","SRL1-8C","0","","405","03",
"MCC","RL1","4","41","SRL1-7","1","","405","03",
"MCC","RL1","7","237","SRL1-7","1","","405","03",
"MCC","RL1","8C","482","SRL1-8C","0","","405","03",
"MCC","RL1","A","92","RL1","472","","405","03",
"MCC","RL1","B","0","RL1","472","","405","03",
"MCC","RL2A","2","484","SRL2A-8C","0","","405","04",
"MCC","RL2A","4","46","SRL2A-7","1","","405","04",
"MCC","RL2A","7","254","SRL2A-7","1","","405","04",
"MCC","RL2A","8C","483","SRL2A-8C","0","","405","04",
"MCC","RL2A","A","205","RL2A","472","","405","04",
